/scatter
1200.406006	221184
1801.768311	221184
1864.717529	221184
2236.601318	221184
2432.427246	221184
2458.048584	221184
3021.481445	221184
3069.965820	221184
4268.046875	221184
6402.173340	221184
6418.302246	221184
6473.692383	221184
7051.773438	221184
7205.930664	221184
7237.957520	221184
8004.750488	221184
8043.479980	221184
9830.064453	221184
9839.349609	221184
10003.828125	221184
10509.799805	221184
11026.095703	221184
11160.809570	221184
12158.232422	221184
12894.311523	221184
13226.506836	221184
13633.487305	221184
13973.697266	221184
14816.825195	221184
14870.280273	221184
16054.777344	221184
16611.453125	221184
17546.621094	221184
20242.355469	221184
20270.375000	221184
21004.523438	221184
21009.289062	221184
21400.828125	221184
21409.685547	221184
21619.558594	221184
22408.029297	221184
22423.351562	221184
23438.466797	221184
27845.386719	221184
28823.433594	221184
28843.425781	221184
29614.320312	221184
1868.912720	221185
3430.076416	221185
4019.775146	221185
4605.925781	221185
4646.757324	221185
5317.371094	221185
7616.009766	221185
7639.696289	221185
8201.358398	221185
8312.385742	221185
8858.968750	221185
10620.156250	221185
10985.625000	221185
12605.416016	221185
12658.181641	221185
12816.043945	221185
14002.228516	221185
15505.418945	221185
16206.487305	221185
17057.892578	221185
18400.353516	221185
18438.109375	221185
20623.347656	221185
20664.751953	221185
21727.609375	221185
23203.835938	221185
23261.974609	221185
23542.171875	221185
23810.531250	221185
24003.617188	221185
25401.609375	221185
25410.763672	221185
25943.648438	221185
26053.023438	221185
26724.197266	221185
27207.308594	221185
27208.125000	221185
27274.714844	221185
28010.195312	221185
28028.853516	221185
28066.779297	221185
28634.685547	221185
859.596924	221186
3278.324707	221186
4046.495850	221186
4807.412598	221186
5617.541992	221186
5721.870117	221186
6205.128418	221186
6262.969238	221186
8510.909180	221186
8747.376953	221186
9601.825195	221186
9628.062500	221186
10363.284180	221186
10447.875977	221186
12442.133789	221186
13413.911133	221186
14000.565430	221186
14046.066406	221186
15423.807617	221186
15640.853516	221186
16034.311523	221186
16602.175781	221186
17612.251953	221186
17625.382812	221186
18103.531250	221186
19413.214844	221186
19435.238281	221186
19471.164062	221186
19822.406250	221186
19868.060547	221186
20802.490234	221186
23596.173828	221186
24333.996094	221186
24857.136719	221186
26203.216797	221186
29013.941406	221186
29059.544922	221186
1017.035095	221187
2012.660522	221187
2040.877075	221187
2801.559570	221187
3206.415283	221187
3266.891846	221187
5436.195312	221187
5473.566406	221187
5803.312988	221187
5804.471680	221187
6814.047852	221187
6855.115723	221187
7405.783691	221187
7802.052246	221187
7815.628906	221187
9406.306641	221187
9450.834961	221187
9695.292969	221187
10246.184570	221187
12138.411133	221187
12220.906250	221187
12342.581055	221187
13003.518555	221187
13401.450195	221187
13433.942383	221187
13816.800781	221187
13840.260742	221187
14403.640625	221187
15019.541016	221187
16411.216797	221187
16804.833984	221187
18803.140625	221187
18874.486328	221187
20415.572266	221187
22003.957031	221187
22052.875000	221187
22613.589844	221187
22661.845703	221187
22854.537109	221187
23018.773438	221187
23041.822266	221187
23542.228516	221187
23606.150391	221187
24622.646484	221187
24623.123047	221187
24672.000000	221187
26402.279297	221187
26425.328125	221187
26617.292969	221187
26626.296875	221187
27018.009766	221187
27019.998047	221187
27838.396484	221187
27860.572266	221187
28202.439453	221187
28264.800781	221187
28428.238281	221187
28603.564453	221187
28672.294922	221187
29205.951172	221187
29212.236328	221187
101.799149	221188
648.168518	221188
2875.533203	221188
3525.717285	221188
4326.643555	221188
5640.606934	221188
6948.868164	221188
11563.267578	221188
12133.554688	221188
13689.349609	221188
14450.860352	221188
15249.128906	221188
16822.593750	221188
17318.765625	221188
19048.464844	221188
22048.951172	221188
26560.597656	221188
28281.658203	221188
29646.519531	221188
340.086975	221189
3619.760498	221189
7702.371582	221189
7821.042969	221189
8951.536133	221189
12819.399414	221189
13998.707031	221189
15062.036133	221189
17597.974609	221189
21472.611328	221189
22476.726562	221189
22784.681641	221189
24155.886719	221189
24644.871094	221189
24966.939453	221189
25279.738281	221189
25629.546875	221189
28955.896484	221189
424.709167	221190
12387.833984	221190
12637.429688	221190
18115.003906	221190
18314.089844	221190
19079.318359	221190
20106.201172	221190
26553.761719	221190
27957.466797	221190
29371.466797	221190
139.316772	221191
1016.982300	221191
2010.682861	221191
2036.765747	221191
2066.348633	221191
2818.067383	221191
2865.754883	221191
3204.262695	221191
3210.046631	221191
3241.376709	221191
4141.584961	221191
5415.538086	221191
6248.137695	221191
7250.686035	221191
